year,sentence_id,actor,predicate,negotiation_point,predicate_type
2002,141,NEW ZEALAND,reported,the outcome of intersessional consultations,other
2002,144,EUROPEAN UNION,circulated a paper on,preventing and resolving technical problems and discrepancies in the technical standards and reporting and review text,support
2002,182,MALAYSIA,stressed ensuring,the environmental integrity of CDM projects,support
2002,183,BRAZIL,supported,developing “a common language”,support
2002,184,CANADA,proposal,change the baseline from 1989 to 1999,support
2002,185,COLOMBIA,could impede,the 1989 baseline,opposition
2002,186,AOSIS,stressed the need for,social and environmental project impact assessments,support
2002,190,G-77/CHINA,delivered a proposal,focused on principles,support
2002,191,EUROPEAN UNION,proposed,a system for accounting that relies on Temporary Certified Emissions Reduction Units (TCERs),support
2002,193,G-77/CHINA,supported,EU’s principles on additionality,support
2002,193,G-77/CHINA,said it should be considered,on a project-by-project basis,support
2002,194,EUROPEAN UNION,stressed the importance of,“true” additionality,support
2002,197,G-77/CHINA,noted that leakage had both positive and negative impacts,leakage had both positive and negative impacts,other
2002,199,SWITZERLAND,highlighted,biodiversity concerns,other
2002,200,NEW ZEALAND,drew attention to,displacement from other types of CDM activities,other
2002,201,Tuvalu,proposed,developing a checklist of socioeconomic and environmental project criteria,support
2002,204,URUGUAY,noted the need to separate uncertainty from risk,separate uncertainty from risk,other
2002,208,BRAZIL,stressed limiting the crediting to up to 20 years,limiting the crediting to up to 20 years,support
2002,213,BRAZIL,proposal,set differentiated emission reduction targets for Parties according to the impact of their historic emissions on temperature rise,support
2002,215,SAUDI ARABIA,Opposed,Available,opposition
2002,215,MEXICO,supported,Available,support
2002,215,EUROPEAN UNION,supported,Available,support
2002,220,CROATIA,raised,Special Circumstances of Croatia under UNFCCC Article 4,other
2002,226,CROATIA,to estimate its base year emissions is neither consistent with IPCC good practice guidance,estimating its base year emissions,other
2002,231,INDIA,supported,consideration of access to resources,support
2002,240,AUSTRALIA,stressed that future work should be policy neutral,policy neutral,support
2002,241,USA,conducted consultations,draft SBSTA conclusions and a draft COP decision,other
2002,255,SAUDI ARABIA,said that the G-77/China had not had enough time to consider the text fully,the G-77/China had not had enough time to consider the text fully,other
2002,262,SAUDI ARABIA,proposed replacing,all paragraphs with text noting only that SBSTA agreed to continue consideration of the issue at SBSTA-18,support
2002,263,EUROPEAN UNION,proposed making reference to,the implementation of decision 13/CP,support
2002,269,AUSTRALIA,was convened under the facilitation of,a contact group,other
2002,302,EUROPEAN UNION,reaffirmed their objection to,Canada’s original proposal on accounting for cleaner energy exports,opposition
2002,303,EUROPEAN UNION,said that only generic issues relating to trade in cleaner energy should be discussed,generic issues relating to trade in cleaner energy,support
2002,310,SAUDI ARABIA,argued for,a draft decision requesting the Secretariat to analyze the adverse effects of P&Ms on developing countries,support
2002,325,INDIA,emphasized strengthening,the reporting process for Annex I Parties,support
2002,339,LDCs,called on the SBSTA to address financial support,financial support,support
2002,346,G-77/CHINA,accepted,the text,support
2002,349,CANADA,stressed,“normal” UN procedures by which documents are seen before they are adopted,support
2002,352,AUSTRALIA,proposed,amendments,support
2002,352,JAPAN,proposed,amendments,support
2002,360,EUROPEAN UNION,called for,the initiation of a process for the voluntary review of national communications,support
2002,362,JAPAN,on the funding for CGE meetings,funding for CGE meetings,other
2002,408,BHUTAN,facilitated,informal consultations,other
2002,410,G-77/CHINA,expressed concern,the COP-7 decision on capacity-building had not been implemented by the GEF,other
2002,418,G-77/CHINA,expressed concern about,the lack of financial support for implementation of the decision,other
2002,420,CANADA,expressed interest in supporting,the workshops,support
2002,426,BANGLADESH,highlighted,a workshop held in Dhaka that aimed to develop NAPAs,other
2002,430,LDCs,invites,use the annotations to the NAPA guidelines prepared by the LEG,support
2002,439,ITALIA,offered to host COP-9,COP-9,support
2002,444,USA,stressed the need to ensure that its contributions were used to,support the UNFCCC process,support
2002,448,USA,supported,participation through new approaches,support
2002,450,EUROPEAN UNION,did not agree,the conclusions,opposition
2002,452,SWITZERLAND,supported,a text proposed by Canada urging Parties to ensure early payment of contributions,support
2002,452,BULGARIA,supported,a text proposed by Canada urging Parties to ensure early payment of contributions,support
2002,452,CANADA,proposed,a text urging Parties to ensure early payment of contributions,support
2002,453,CANADA,requested,the Secretariat to provide its budget requirements for the activities relating to implementation of the Marrakesh Accords,support
2002,457,CROATIA,Proposal by Croatia,LULUCF,support
2002,459,CROATIA,request,base year for emissions calculations,support
2002,461,CROATIA,proposal,LULUCF,support
2002,472,ICELAND,proposal from,Impacts of Single Projects,support
2002,482,INDIA,noted India’s commitment to combating global climate change,combating global climate change,other
2002,490,OPEC,reminded delegates of the need to minimize the adverse effects of policies and measures to address climate change,minimize the adverse effects of policies and measures to address climate change,support
2002,490,OPEC,said that adequate provision should be made for the transfer of technology to developing countries,adequate provision for the transfer of technology to developing countries,support
2002,495,INDIA,called for,an efficient and transparent policy framework,support
2002,497,INTERNATIONAL WORK GROUP FOR INDIGENOUS AFFAIRS (IWGIA),called for support for,their participation in the UNFCCC process,support
2002,505,AOSIS,noted that small island developing States are among those hardest hit by climate change,small island developing States are among those hardest hit by climate change,other
2002,506,FINLAND,stressed,the EU’s efforts to achieve tangible results and show demonstrable progress by 2005,support
2002,508,EUROPEAN UNION,called for,a common dialogue,support
2002,509,AOSIS,called for,an immediate,support
2002,511,REPUBLIC OF IRELAND,proposed discussion on,a fair and equitable distribution of emission targets,support
2002,514,POLAND,said adaptation and funding for climate change must go hand-in-hand with mitigation and long-term strategies,adaptation and funding for climate change must go hand-in-hand with mitigation and long-term strategies,support
2002,518,EUROPEAN UNION,underscored the need for,dialogue,support
2002,520,NEPAL,underscored the need for,further research to mitigate the effects of climate change,support
2002,521,ETHIOPIA,said economic development is crucial for adapting to climate change,economic development is crucial for adapting to climate change,support
2002,522,IRAN,stressed minimizing losses due to adverse effects and impacts of response measures,losses due to adverse effects and impacts of response measures on developing countries with economies dependent on fossil fuels,support
2002,523,FINLAND,pledged support,the LDC Fund,support
2002,523,DENMARK,pledged support,the LDC Fund,support
2002,524,UGANDA,appealed for,a special fund for developing countries other than LDCs,support
2002,524,KENYA,appealed for,a special fund for developing countries other than LDCs,support
2002,526,URUGUAY,said the lack of institutional and legal capacity was a barrier to,CDM implementation,other
2002,530,UGANDA,said the Declaration should call for the ratification of the Protocol,ratification of the Protocol,support
2002,531,SWITZERLAND,supported,reference to a forward-looking approach,support
2002,532,AUSTRALIA,said it should put into place a process,a process for future global emissions reduction arrangements,support
2002,533,SOUTH KOREA,supported,a Declaration that considers the human dimension to climate change,support
2002,536,UGANDA,said climate change “cripples”,developing country economies,other
2002,538,NAMIBIA,announced its ratification of,the Protocol,support
2002,540,GERMANY,said,the EU would build a coalition of like-minded countries willing to commit themselves to timetables and targets for increasing renewable energy use,other
2002,540,EUROPEAN UNION,would build a coalition of like-minded countries willing to commit themselves to timetables and targets for increasing renewable energy use,building a coalition of like-minded countries willing to commit themselves to timetables and targets for increasing renewable energy use,support
2002,543,Mozambique,urged financial support for,implementing NAPAs and strengthening existing national focal points,support
2002,544,KIRIBATI,underscored the need,development projects to incorporate climate change considerations,support
2002,545,ISRAEL,was developing,a greenhouse gas emissions reduction policy,support
2002,548,BANGLADESH,supported,a multilateral CDM programme for LDCs,support
2002,549,USA,said that its climate approach is grounded in sound economic policy,climate approach is grounded in sound economic policy,other
2002,549,USA,noted its commitment to reduce the greenhouse gas intensity of its economy by 18% over ten years,reduce the greenhouse gas intensity of its economy by 18% over ten years,support
2002,550,USA,claimed that economic growth is the key to environmental progress,economic growth is the key to environmental progress,support
2002,551,GERMANY,calling for,“absolute” emissions reductions,support
2002,557,CANADA,should consider,Available,support
2002,559,SAUDI ARABIA,said that the Declaration should be a consensus document prioritizing adaptation to climate impacts and impacts of Annex I response measures,a consensus document prioritizing adaptation to climate impacts and impacts of Annex I response measures,support
2002,561,VENEZUELA,called on the COP to address,compliance under the UNFCCC and the Marrakesh Accords,support
2002,563,EUROPEAN UNION,underscored,mitigation has proven to be a powerful force for technological change and economic development,other
2002,564,ICELAND,addressed,carbon intensities,other
2002,564,ICELAND,addressed,the need to stimulate the development of technologies to avoid wasteful emissions,support
2002,565,INDIA,called for,the provision of sufficient environmental “space” for developing countries to develop,support
2002,566,THAILAND,asked Parties to differentiate between luxury and survival emissions,differentiate between luxury and survival emissions,support
2002,571,EUROPEAN UNION,stressed,renewable energy exemplified the synergies between sustainable development and climate change,other
2002,572,CHILE,emphasized that,national strategies for sustainable development must address adaptation and mitigation policies,support
2002,574,BRAZIL,supported,projects in large cities,support
2002,575,TANZANIA,stressed,equity in the distribution of projects,support
2002,585,USA,stressed,economic growth as the key to environmental progress,support
2002,589,EUROPEAN UNION,submitted a statement of concern regarding the Declaration,the Declaration,other
2002,594,JAPAN,noted,COP-8 had succeeded in opening a small window of opportunity for on-going informal dialogue on future mitigation action,other
2002,595,SAUDI ARABIA,said the Delhi Declaration was well balanced,the Delhi Declaration,support
2002,596,USA,praised,the US,other
2002,607,UK,introduced,a resolution expressing gratitude to the Government of India,support
2002,607,INDIA,N/A,N/A,other
2002,626,USA,supported,the G-77/China position,support
2002,627,NIGERIA,received a heartfelt expression of gratitude,gratitude,other
2002,631,G-77/CHINA,refused to negotiate,after a time,opposition
2002,643,G-77/CHINA,cast mitigation exclusively,implementation of existing commitments,support
2002,645,AUSTRALIA,introduced,a new dichotomy into the climate change negotiations last year by behaving as if the Protocol is somehow antithetical to the goals of the UNFCCC,other
2002,645,USA,introduced,a new dichotomy into the climate change negotiations last year by behaving as if the Protocol is somehow antithetical to the goals of the UNFCCC,other
2002,646,USA,repu- diation of the Protocol,the Protocol,opposition
2002,648,CANADA,proposal by Canada,cleaner energy,support
2002,650,USA,objected,a new Canadian proposal,opposition
2002,651,USA,objected,stem discussion on adverse effects,opposition
2002,654,CANADA,gave no indication that this would dampen the Prime Minister’s resolve,ratify the Protocol,other
2002,691,RUSSIA,will be held,Moscow,other
2003,68,Viswanath,called on Annex I Parties to take the lead in addressing the impacts of climate change and to provide developing countries with financial and technological assistance,Annex I Parties take the lead in addressing the impacts of climate change and provide developing countries with financial and technological assistance,support
2003,83,PAKISTAN,said work at COP-9 must focus on,capacity building,support
2003,84,LDCs,Highlighting the vulnerability of,LDCs,other
2003,94,BAHAMAS,elected,Arthur Rolle as Vice-Chair of SBSTA,support
2003,97,EUROPEAN UNION,said SBSTA should use,a wide range of approaches and methodologies,support
2003,98,JAPAN,said the process should be based on a step-wise,step-wise,support
2003,102,G-77/CHINA,Opposing,the G-77/China,opposition
2003,111,RUSSIA,emphasized that the TAR provides a “scientific basis of a global nature” applicable to all Parties,the TAR provides a “scientific basis of a global nature” applicable to all Parties,support
2003,123,UK,requested,co-chair a contact group to discuss these issues,other
2003,139,NEW ZEALAND,requested,to conduct informal consultations on the matter,support
2003,165,AUSTRALIA,expressed concern,the singling out of GMOs and IAS,other
2003,166,EUROPEAN UNION,stressed,the text was balanced and reflected progress toward implementing the Protocol,support
2003,180,G-77/CHINA,highlighted the importance of factoring out,factoring out,support
2003,180,EUROPEAN UNION,highlighted the importance of factoring out,factoring out,support
2003,184,AOSIS,raised concerns over,adopting the GPG without sufficient time for its examination,opposition
2003,186,EUROPEAN UNION,recommended recording,Tuvalu’s concerns in the meeting’s minutes instead of amending the draft conclusions,support
2003,201,USA,proposed,accounting for exports and imports separately,support
2003,217,UK,requested,co-chair a contact group on the EGTT’s programme of work and related issues,other
2003,217,TRINIDAD AND TOBAGO,requested,co-chair a contact group on the EGTT’s programme of work and related issues,other
2003,237,EUROPEAN UNION,emphasized the importance of,historical data sets,support
2003,238,AUSTRALIA,would co-chair,a contact group,other
2003,238,UGANDA,would co-chair,a contact group,other
2003,240,CHILE,stressed the need to,call on national governments to provide financial resources to national meteorological authorities,support
2003,263,FINLAND,would conduct,informal consultations on draft SBSTA conclusions,other
2003,263,CHILE,would conduct,informal consultations on draft SBSTA conclusions,other
2003,265,EUROPEAN UNION,said,a workshop co-organized by the CCD and CBD on identifying and promoting synergies through forest and forest ecosystems would be held in March 2004,other
2003,271,CANADA,expressed hope,progress,other
2003,286,UK,outlined,the background and outcomes of the third expert meeting,other
2003,300,EUROPEAN UNION,emphasized the need to discuss,implementation of decision 5/CP,support
2003,300,USA,emphasized the need to discuss,implementation of decision 5/CP,support
2003,301,G-77/CHINA,proposed,the agenda sub-item not be restricted to decision 5/CP,support
2003,310,USA,suggested,non-Annex I national communications should be submitted no more than four years after the submission of their initial communications,support
2003,315,G-77/CHINA,noted that,the preparation of national communications is a continuous process,other
2003,318,EUROPEAN UNION,proposed,text that national communications assist the COP to review the UNFCCC’s implementation,support
2003,320,G-77/CHINA,suggested text stating that,frequency of submissions of national communications shall be dependent on the availability of funding,support
2003,322,CHINA,would not discuss,the issue of frequency of submissions,opposition
2003,341,CHINA,urged the establishment of a procedure,a procedure for the replenishment of the SCCF,support
2003,345,G-77/CHINA,underscored the importance of addressing,sources of finance and mechanisms for dispersal,support
2003,346,FEDERATED STATES OF MICRONESIA,stressed the need for,expedited access,support
2003,351,G-77/CHINA,said that the SCCF should be financed from new and additional funds,the SCCF should be financed from new and additional funds,support
2003,356,G-77/CHINA,expressed concerns,the predictability and the new and additional nature of the funding,opposition
2003,359,EUROPEAN UNION,proposal by the EU,references to the Millennium Development Goals (MDGs),support
2003,360,CANADA,proposal,use non-Annex I national communications as the basis for defining adaptation and technology transfer priorities,support
2003,363,G-77/CHINA,proposed,alternative text regarding the prioritization of,support
2003,376,CHINA,urged accelerated funding for,second national communications,support
2003,376,BRAZIL,urged accelerated funding for,second national communications,support
2003,382,COLOMBIA,requested,to conduct informal consultations with the relevant contact group chairs,support
2003,409,SWITZERLAND,requested,to conduct informal consultations and prepare draft conclusions,support
2003,411,GAMBIA,reported,the informal consultations,other
2003,421,SAUDI ARABIA,underscored the need,take immediate action,support
2003,423,G-77/CHINA,Opposed by,the G-77/China,opposition
2003,431,LDCs,relating to,the matter of UNFCCC Article 4,other
2003,471,EUROPEAN UNION,underlined the importance of,adequate and secure resources,support
2003,472,USA,opposed,the inclusion of the development costs of the Protocol in the Secretariat’s core budget,opposition
2003,480,ARGENTINA,took note of a concern by,scales of assessment,other
2003,484,USA,approves,an interim allocation amounting to US$ 5,support
2003,489,CROATIA,Proposal by Croatia,LULUCF and special circumstances of Croatia under UNFCCC Article 4,support
2003,493,CROATIA,notes the information provided by,anthropogenic emissions by sources and removals by sinks,other
2003,499,EUROPEAN UNION,said only the COP/MOP has authority to decide,the issue,support
2003,503,BELARUS,submission by Belarus,use 1990 as its base year,support
2003,524,G-77/CHINA,expressed concern over,the increase in Annex I emissions,opposition
2003,524,G-77/CHINA,appealed for,political commitment,support
2003,527,ICELAND,called for,the application and transfer of existing technologies,support
2003,528,CHILE,would co-chair,a contact group on this issue,other
2003,528,MALTA,would co-chair,a contact group on this issue,other
2003,530,ARGENTINA,noted,omissions regarding the extent of delay in submission of documents,other
2003,531,USA,said references to commitments under the Protocol may be premature,references to commitments under the Protocol,other
2003,533,EUROPEAN UNION,Opposed,the EU,other
2003,535,ARGENTINA,stressed that future discussions on this matter should include,the need to have comparable methodologies for measuring greenhouse gas emission projections,support
2003,567,ITALIA,Speaking on behalf of,Italy’s Prime Minister Silvio Berlusconi,other
2003,578,BENIN,stressed the importance of,integrating poverty reduction and adaptation measures,support
2003,580,NEW ZEALAND,noted,threats to island cultures,other
2003,580,NEW ZEALAND,underlined,the vulnerability of SIDS,other
2003,583,PANAMA,said adaptation should be given the same status as mitigation under the UNFCCC,adaptation should be given the same status as mitigation under the UNFCCC,support
2003,585,ARGENTINA,called for,a mechanism to facilitate adaptation projects,support
2003,587,RUSSIA,said that remaining uncer- tainties regarding whether mitigation efforts will be effective for reducing climate change justify pursuing adaptation,pursuing adaptation,support
2003,588,BURKINA FASO,questioned the purpose,NAPAs,other
2003,589,CHINA,said once developed countries have taken the lead in,developed countries have taken the lead in mitigating emissions,other
2003,590,AUSTRIA,stated that nuclear power is not an option,nuclear power,opposition
2003,591,NEPAL,said that despite his country’s insignificant contribution to climate change,insignificant contribution to climate change,other
2003,593,FRANCE,emphasized,this century will either be recorded as the century of climate change suffering and collective irresponsibility or the century of climate control and the maturing of humanity,other
2003,594,SAUDI ARABIA,said that mitigation and adaptation measures must not lead to new commitments for developing countries,new commitments for developing countries,opposition
2003,603,BURUNDI,expressed concern over,access to data from developed countries,other
2003,604,ICELAND,called for,vision,support
2003,605,INDIA,expressed concern,the only concrete outcome of calls for technology transfer is TT:CLEAR,other
2003,606,RWANDA,said donors must address the need for poverty reduction,the need for poverty reduction when transferring technologies,support
2003,607,INTERNATIONAL WORK GROUP FOR INDIGENOUS AFFAIRS (IWGIA),called for,greater participation and securing indigenous peoples’ prior informed consent when undertaking action,support
2003,609,SWEDEN,said policy-makers should focus on,equity issues and modalities for the adoption of technologies at local levels,support
2003,611,SPAIN,urged the establishment of,institutional frameworks to facilitate investment by the private sector in projects that promote sustainable development,support
2003,615,CUBA,stressed the need,consider economic and social contexts when transferring technology,support
2003,616,BELGIUM,highlighted the need,focus on clean energy and reducing emissions,support
2003,618,UK,outlined emissions projects,emissions projects,support
2003,618,UK,stressed the need for,the development of low carbon technologies,support
2003,619,G-77/CHINA,called for,effective support for technology transfer in non-Annex I Parties and research to encourage local-level capacity building,support
2003,620,UKRAINE,said EITs could reduce emissions through using the latest technologies and renewables,EITs could reduce emissions through using the latest technologies and renewables,support
2003,622,MALAYSIA,noted the importance,tax incentives,other
2003,624,USA,emphasized,public-private partnerships,support
2003,624,USA,noted,national programmes on carbon sequestration,other
2003,625,GHANA,said technology transfer must include know-how and human-resource development,technology transfer must include know-how and human-resource development,support
2003,627,CHILE,underscored,the role played by market conditions in ensuring cleaner technology,support
2003,628,GAMBIA,underlined the need for,appropriate technologies,support
2003,629,LDCs,need capacity building to participate in the technology-transfer process,capacity building to participate in the technology-transfer process,support
2003,634,CZECH REPUBLIC,said cooperation should be based on clear rules,clear rules,support
2003,635,YEMEN,expressed concern at,the reluctance of Annex I Parties to take necessary actions to address climate change,opposition
2003,636,NETHERLANDS,would continue to implement,its Protocol obligations,support
2003,637,KAZAKHSTAN,is preparing procedures for the Protocol’s ratification,Protocol’s ratification,support
2003,638,IRAN,under-scored,economic diversification,support
2003,638,IRAN,stressed,Parties’ common but differentiated responsibilities,support
2003,639,GREECE,stressed the importance,scientific data for sound climate change policies,support
2003,640,COSTA RICA,said future generations will judge the present generation based on whether the Protocol is ratified,the Protocol is ratified,other
2003,641,TURKEY,announced its accession,the UNFCCC,support
2003,643,NORWAY,observed recognition,the move toward a carbon-constrained world,other
2003,644,Maldives,called for,technology transfer to address adaptation needs in SIDS,support
2003,644,Mauritius,called for,technology transfer to address adaptation needs in SIDS,support
2003,645,COLOMBIA,emphasized,the role of regional institutions and the need to strengthen regional development banks,support
2003,646,SWEDEN,highlighted the value of,the European Emissions Trading Scheme,support
2003,647,BANGLADESH,emphasized the need for,regional capacity-building activities,support
2003,648,NIGERIA,said the SCCF negotiations have re-opened agreements,agreements reached at previous COP sessions,other
2003,650,PHILIPPINES,said the current pace of negotiations is “grossly inadequate,current pace of negotiations,opposition
2003,651,RUSSIA,urged,clear procedures for the CDM,support
2003,653,BHUTAN,expressed concern,the LDC Fund will be inaccessible to most LDCs,other
2003,654,OMAN,urged,Annex I Parties to provide greater technical and financial assistance to developing countries,support
2003,655,AUSTRALIA,will strive to meet its Protocol targets,Protocol targets,support
2003,656,KIRIBATI,called for,a framework that ensures that vulnerable countries have access to financing to address the adverse affects of climate change,support
2003,657,CUBA,noted the importance of,access to technologies and knowledge,other
2003,670,Business Council for Sustainable Energy,urged the CDM EB to develop standardized baselines,standardized baselines for energy efficiency and renewable energy projects,support
2003,675,Global Unions,urged to include employment considerations in the IPCC reports,employment considerations in the IPCC reports,support
2003,675,International Confederation of Free Trade Unions,urged to include employment considerations in the IPCC reports,employment considerations in the IPCC reports,support
2003,679,PANAMA,introduced,the report of COP-9,other
2003,680,CUBA,requested,its concerns over being denied visas to attend the GEF Council meetings,support
2003,681,G-77/CHINA,urging,the GEF Secretariat to take the necessary action with the World Bank and host government to grant the representative of the Caribbean constituency a visa to attend the GEF Council meetings,support
2003,682,G-77/CHINA,urged,the GEF Secretariat and other international organizations to take the necessary action and make arrangements with host governments and relevant agencies to guarantee the representation of all Parties at relevant meetings,support
2003,684,RUSSIA,questioned when,preparatory work to facilitate the implementation of projects under Protocol Article 6 (joint implementation) would be undertaken,other
2003,686,ARGENTINA,introduced an expression of gratitude,to the Government of Italy and the people of the city of Milan,other
2003,715,G-77/CHINA,strong resistance to adopting,a COP decision on the TAR,opposition
2005,3,USA,are,the Sustaining Donors of the Bulletin,other
2005,6,SPAIN,has been provided by,Funding for the translation of the Earth Negotiations Bulletin into Spanish,support
2005,86,G-77/CHINA,proposal by the G-77/China,amend the item to “Review of the adequacy of implementation” of Article 4,support
2005,138,TRINIDAD AND TOBAGO,presented,the EGTT’s 2005 annual report,other
2005,138,TRINIDAD AND TOBAGO,presented,a proposal for the EGTT’s 2006 work programme,support
2005,140,JAPAN,emphasized,the role of public-private partnerships,support
2005,140,USA,emphasized,the role of public-private partnerships,support
2005,141,CHINA,stressed the need,overcome tax,support
2005,158,G-77/CHINA,called for,a contact group to develop more guidance to the GEF,support
2005,171,G-77/CHINA,called for,an action-oriented programme of work,support
2005,173,USA,emphasized,stocktaking and assessments,support
2005,175,SAUDI ARABIA,emphasized,adaptation to response measures,other
2005,176,G-77/CHINA,called for,bottom-up approaches,support
2005,208,PAPUA NEW GUINEA,request by,the issue,support
2005,208,COSTA RICA,request by,the issue,support
2005,211,USA,opposed,consideration of this issue under SBI,opposition
2005,279,AUSTRALIA,underlined,mitigation co-benefits,support
2005,280,EUROPEAN UNION,underscored the need,to study implications of different carbon dioxide stabilization levels and emissions pathways,support
2005,292,UGANDA,highlighted the need to address,data gaps,support
2005,304,USA,expressed procedural concerns,a separate agenda item for the IPCC’s special report,other
2005,309,LIBYA,said he would prepare conclusions on the issue,the issue,other
2005,314,USA,said such a workshop should focus on experiences,such a workshop should focus on experiences,support
2005,316,AOSIS,expressed concern regarding,the risks involved in carbon dioxide capture and storage,other
2005,317,AUSTRALIA,Available,Australia,other
2005,318,IRAN,asked for inclusion,such projects in the CDM,support
2005,330,EUROPEAN UNION,is ready to start discussions,under Article 3,support
2005,352,CANADA,said these decisions will “breathe life” into the Protocol and provide the basis for implementation,these decisions,support
2005,406,THAILAND,called for,transparency in the Board’s decision-making,support
2005,407,CHINA,noted the need,streamline procedures,other
2005,410,RUSSIA,proposed increasing the levy to US$0,increasing the levy to US$0,support
2005,411,G-77/CHINA,raised,in the JI contact group,other
2005,412,BRAZIL,mentioned,a levy on proceeds from JI projects and emissions trading to the Adaptation Fund,other
2005,414,G-77/CHINA,called for,a signal on the CDM’s continuity beyond 2012,support
2005,415,Africa Group,lamented,the uneven geographical distribution of projects,other
2005,415,Africa Group,called for,capacity building in Africa,support
2005,435,G-77/CHINA,insisted that these are not applicable,the differences between the two mechanisms,opposition
2005,435,G-77/CHINA,insisted that,the JISC should develop its own accreditation procedures for independent entities,support
2005,435,G-77/CHINA,insisted that,the JISC should adopt distinct baseline and monitoring methodologies,support
2005,445,CHINA,wanted to ensure,the international transaction log,support
2005,453,SAUDI ARABIA,proposal,AMEND THE PROTOCOL,support
2005,459,JAPAN,opposed,an amendment,opposition
2005,459,NEW ZEALAND,opposed,an amendment,opposition
2005,461,EUROPEAN UNION,emphasized the need to operationalize,the compliance system,support
2005,461,EUROPEAN UNION,proposed,its Vol,support
2005,487,G-77/CHINA,stressed,capacity building for the CDM,support
2005,488,JAPAN,said this should be considered,CDM contact group,support
2005,489,SOUTH AFRICA,underscored,capacity building is a cross-cutting issue,other
2005,501,CHINA,suggested,an ad hoc working group,support
2005,506,EUROPEAN UNION,proposed,recall,support
2005,519,USA,walked out of discussions,discussions,other
2005,522,USA,proposal,take it or leave it offer,support
2005,525,RUSSIA,raised concerns,the draft decision on Article 3,other
2005,554,EUROPEAN UNION,presented an assessment of,all of the listed options,support
2005,565,EUROPEAN UNION,proposed,a sliding-scale on co-financing to measure additional costs,support
2005,568,JAPAN,stressed that the GEF should be the operating entity,the GEF should be the operating entity for the Adaptation Fund,support
2005,575,G-77/CHINA,argued that there was no need for another MOU,another MOU,opposition
2005,582,BELARUS,request by Belarus,an emissions target under the Kyoto Protocol,support
2005,588,BELARUS,acknowledges the intention of Belarus to be assigned,a quantified emission limitation and reduction commitment under Protocol Article 3 for the period 2008 to 2012,other
2005,619,ITALIA,submission,this matter,other
2005,621,ITALIA,request,submit country-specific data to the Secretariat in a timely manner,support
2005,636,PAPUA NEW GUINEA,proposal by,provide incentives to developing countries for avoided deforestation,support
2005,651,AUSTRALIA,said the UNFCCC approach reflected that fact that some Parties will not participate in Kyoto-style national targets,Kyoto-style national targets,other
2005,652,SWITZERLAND,emphasized its commitment to continue,the Protocol beyond 2012,support
2005,655,World Meteorological Organization,highlighted the value of,climate monitoring and research that involves national meteorological services and developing countries,support
2005,657,UN Environment Programme,highlighted links to the Millennium Development Goals,links to the Millennium Development Goals,other
2005,657,UN Environment Programme,urged faster and deeper emissions reductions,faster and deeper emissions reductions,support
2005,702,SAUDI ARABIA,had invoked,Article 18 of the Protocol,other
2005,704,SAUDI ARABIA,eventually agreed to,this approach,support
2005,750,RUSSIA,push to have,a reference to voluntary commitments in the decision on Article 3,support
2005,775,KENYA,has offered to host,these meetings,support
2006,7,SPAIN,has been provided by,Funding for the translation of the Earth Negotiations Bulletin into Spanish,support
2006,104,SAUDI ARABIA,called for progress,impacts on developing countries arising from countries’ response measures to climate change,support
2006,116,INDONESIA,offer,to host the COP and COP/MOP from 3-14 December 2007,support
2006,131,GAMBIA,coordinated,informal consultations on the SCCF,other
2006,137,EUROPEAN UNION,were references to the COP’s further guidance to the GEF on economic diversification,COP’s further guidance to the GEF on economic diversification,other
2006,137,G-77/CHINA,were references to the COP’s further guidance to the GEF on economic diversification,COP’s further guidance to the GEF on economic diversification,opposition
2006,137,G-77/CHINA,were support for concrete implementation projects,concrete implementation projects,opposition
2006,156,G-77/CHINA,requested that the GEF also report on,predictable and available funding for implementation,support
2006,157,EUROPEAN UNION,stressed,RAF’s mid-term review,support
2006,166,G-77/CHINA,expressed concern,rising Annex I greenhouse gas emissions and delays in reporting,other
2006,167,EUROPEAN UNION,expressed confidence,its Kyoto targets,support
2006,168,AUSTRALIA,contested,the report’s presentation of national greenhouse gas inventory data,opposition
2006,217,G-77/CHINA,continued to seek the inclusion of,direct reference to issues discussed at SBI 25,support
2006,230,EUROPEAN UNION,encouraged,Kazakhstan to ratify the Protocol first,support
2006,230,EUROPEAN UNION,defer consideration of its request,Kazakhstan's request to COP/MOP 3,support
2006,233,KAZAKHSTAN,requests,use 1992 as its base year for the purposes of the Convention,support
2006,233,KAZAKHSTAN,requests,submit its national communication and annual greenhouse gas inventory using the relevant UNFCCC guidelines,support
2006,241,EUROPEAN UNION,proposed discontinuing,the Secretariat review,support
2006,261,G-77/CHINA,proposal by,an advisory working group to facilitate,support
2006,281,USA,called specifically for addressing,data availability and needs,support
2006,282,BRAZIL,suggested advancing discussion by limiting technical and methodological issues,limiting technical and methodological issues to those relevant to the proposed policy approaches,support
2006,286,JAPAN,supported,reference to other conventions and multilateral organizations,support
2006,286,ARGENTINA,supported,reference to other conventions and multilateral organizations,support
2006,288,USA,call for data on deforestation,data on deforestation,support
2006,306,IMO,proposed establishing,a benchmark for maritime emissions,support
2006,308,CHINA,said any decision should strictly follow Protocol Article 2,Protocol Article 2,support
2006,312,EUROPEAN UNION,called for,a UNFCCC workshop,support
2006,312,EUROPEAN UNION,proposed,detailed and result-focused discussions,support
2006,313,FEDERATED STATES OF MICRONESIA,stressed the need for,progress in light of increasing emissions from aviation,support
