year,sentence_id,actor,predicate,negotiation_point,predicate_type
2003,491,UK,After informal consultations undertaken by,informal consultations,other
2003,492,CROATIA,Conclusions: In the conclusions on the special circumstances of,Croatia under Article 4,other
2003,493,SBI,notes,the information provided by Croatia on anthropogenic emissions by sources and removals by sinks,other
2003,499,EUROPEAN UNION,said,only the COP/MOP has authority to decide on the issue,other
2003,503,SBI,notes,the submission by Belarus to use 1990 as its base year,other
2003,503,SBI,requests,the Secretariat to make available the report on the in-depth review of Belarus’ first national communication before SBI-20,support
2003,514,SAUDI ARABIA,Available,Saudi Arabia,other
2003,518,JAMAICA,was elected COP Rapporteur,COP Rapporteur,support
2003,518,LIBYA,was elected Chair of SBSTA,Chair of SBSTA,support
2003,524,G-77/CHINA,expressed concern over,the increase in Annex I emissions,opposition
2003,524,G-77/CHINA,appealed for,political commitment,support
2003,525,ARGENTINA,Available,Available,other
2003,526,AOSIS,Available,,other
2003,527,ICELAND,called for,the application and transfer of existing technologies,support
2003,528,CHILE,said,José Ovalle (Chile) and Michael Zammit-Cutajar (Malta) would co-chair a contact group on this issue,other
2003,528,MALTA,said,José Ovalle (Chile) and Michael Zammit-Cutajar (Malta) would co-chair a contact group on this issue,other
2003,530,ARGENTINA,noted,omissions regarding the extent of delay in submission of documents,other
2003,531,USA,said,references to commitments under the Protocol may be premature,other
2003,533,EUROPEAN UNION,opposed by,the EU,opposition
2003,535,ARGENTINA,stressed,future discussions on this matter should include the need to have comparable methodologies for measuring greenhouse gas emission projections,support
2003,567,ITALIA,Speaking on behalf of Italy’s Prime Minister Silvio Berlusconi,,other
2003,577,MOROCCO,Available,Morocco,other
2003,578,BENIN,stressed,integrating poverty reduction and adaptation measures,support
2003,580,NEW ZEALAND,underlined,the vulnerability of SIDS,support
2003,580,NEW ZEALAND,noted,threats to island cultures,support
2003,581,SLOVENIA,Available,,other
2003,583,PANAMA,said,adaptation should be given the same status as mitigation under the UNFCCC,support
2003,585,ARGENTINA,called for,a mechanism to facilitate adaptation projects,support
2003,587,RUSSIA,said that remaining uncer- tainties regarding whether mitigation efforts will be effective for reducing climate change justify pursuing adaptation,remaining uncer- tainties regarding whether mitigation efforts will be effective for reducing climate change justify pursuing adaptation,support
2003,588,BURKINA FASO,questioned the purpose of,NAPAs if mechanisms for their implementation are not in place,other
2003,589,CHINA,said,once developed countries have taken the lead in mitigating emissions,other
2003,590,AUSTRIA,stated that,nuclear power is not an option for combating climate change,support
2003,591,NEPAL,said that despite his country’s insignificant contribution to climate change,insignificant contribution to climate change,other
2003,593,FRANCE,emphasized,this century will either be recorded as the century of climate change suffering and collective irresponsibility or the century of climate control and the maturing of humanity,support
2003,594,SAUDI ARABIA,said that,mitigation and adaptation measures must not lead to new commitments for developing countries,support
2003,602,REPUBLIC OF IRELAND,Available,Ireland,other
2003,603,BURUNDI,expressed concern over,access to data from developed countries,opposition
2003,604,ICELAND,called for,vision,support
2003,605,INDIA,expressed concern that the only concrete outcome of calls for technology transfer is,TT:CLEAR,opposition
2003,606,RWANDA,said,donors must address the need for poverty reduction when transferring technologies,support
2003,607,INTERNATIONAL WORK GROUP FOR INDIGENOUS AFFAIRS (IWGIA),called for,greater participation and securing indigenous peoples’ prior informed consent when undertaking action,support
2003,609,SWEDEN,said,policy-makers should focus on equity issues and modalities for the adoption of technologies at local levels,support
2003,611,SPAIN,urged,the establishment of institutional frameworks to facilitate investment by the private sector in projects that promote sustainable development,support
2003,614,SOUTH KOREA,Available,The Republic of Korea,other
2003,615,CUBA,stressed,the need to consider economic and social contexts when transferring technology,support
2003,616,BELGIUM,highlighted,the need to focus on clean energy and reducing emissions,support
2003,617,BELGIUM,In response to,Belgium,other
2003,618,UK,outlined,emissions projects,support
2003,618,UK,stressed the need for,the development of low carbon technologies,support
2003,619,G-77/CHINA,called for,effective support for technology transfer in non-Annex I Parties and research to encourage local-level capacity building,support
2003,620,UKRAINE,said,EITs could reduce emissions through using the latest technologies and renewables,support
2003,622,MALAYSIA,noted,the importance of tax incentives,other
2003,624,USA,emphasized,public-private partnerships,support
2003,624,USA,noted,national programmes on carbon sequestration,support
2003,625,GHANA,said,technology transfer must include know-how and human-resource development,support
2003,627,CHILE,underscored,the role played by market conditions in ensuring cleaner technology,support
2003,628,GAMBIA,underlined,the need for appropriate technologies,support
2003,629,LDCs,need capacity building to participate in the technology-transfer process,capacity building to participate in the technology-transfer process,support
2003,634,CZECH REPUBLIC,said,cooperation should be based on clear rules,support
2003,635,YEMEN,expressed concern at,the reluctance of Annex I Parties to take necessary actions to address climate change,opposition
2003,636,NETHERLANDS,said it would continue to implement its Protocol obligations,implement its Protocol obligations,support
2003,636,RUSSIA,ratification,ratification,other
2003,637,KAZAKHSTAN,said it is preparing,procedures for the Protocol’s ratification,support
2003,638,IRAN,under-scored,economic diversification,support
2003,638,IRAN,stressed,Parties’ common but differentiated responsibilities,support
2003,639,GREECE,stressed,the importance of scientific data for sound climate change policies,support
2003,640,COSTA RICA,said,future generations will judge the present generation based on whether the Protocol is ratified,other
2003,641,TURKEY,announced,its accession to the UNFCCC,other
2003,643,NORWAY,observed,recognition in the business and finance communities of the move toward a carbon-constrained world,other
2003,645,COLOMBIA,emphasized,the role of regional institutions and the need to strengthen regional development banks,support
2003,646,SWEDEN,highlighted,the value of the European Emissions Trading Scheme,support
2003,647,BANGLADESH,emphasized,the need for regional capacity-building activities,support
2003,648,NIGERIA,said,the SCCF negotiations have re-opened agreements reached at previous COP sessions,other
2003,650,PHILIPPINES,said,the current pace of negotiations is “grossly inadequate”,opposition
2003,651,RUSSIA,urged,clear procedures for the CDM,support
2003,653,BHUTAN,expressed concern that,the LDC Fund will be inaccessible to most LDCs,opposition
2003,654,OMAN,urged,Annex I Parties to provide greater technical and financial assistance to developing countries,support
2003,655,AUSTRALIA,said it will strive to meet,its Protocol targets,support
2003,656,KIRIBATI,called for,a framework that ensures that vulnerable countries have access to financing to address the adverse affects of climate change,support
2003,657,CUBA,noted,access to technologies and knowledge,other
2003,669,RUSSIA,called on,ratify the Protocol,support
2003,676,ITALIA,said,governments should rely more on local groups and associations to undertake concrete action,other
2003,679,PANAMA,introduced the report of COP-9,the report of COP-9,other
2003,680,CUBA,requested that its concerns over being denied visas to attend the GEF Council meetings,being denied visas to attend the GEF Council meetings,support
2003,681,G-77/CHINA,read a statement urging,the GEF Secretariat to take the necessary action with the World Bank and host government to grant the representative of the Caribbean constituency a visa to attend the GEF Council meetings,support
2003,682,G-77/CHINA,urged,the GEF Secretariat and other international organizations to take the necessary action and make arrangement with host governments and relevant agencies to guarantee the representation of all Parties at relevant meetings,support
2003,684,RUSSIA,questioned,when preparatory work to facilitate the implementation of projects under Protocol Article 6 (joint implementation) would be undertaken,other
2003,686,ARGENTINA,introduced,an expression of gratitude to the Government of Italy and the people of the city of Milan,support
2003,689,JAPAN,Available,,other
2003,689,AUSTRALIA,Available,,other
2003,715,G-77/CHINA,resistance to adopting,a COP decision on the TAR,opposition
2003,715,CHINA,resistance to adopting,a COP decision on the TAR,opposition
2003,727,EUROPEAN UNION,emphasis on the importance of this issue,this issue,support
2003,731,CANADA,Statements by,their Kyoto targets and future actions,other
2003,752,BAHAMAS,,An inter-regional preparatory meeting for the Barbados Programme of Action will take place in Nassau,other
2003,752,BARBADOS,,An inter-regional preparatory meeting for the Barbados Programme of Action will take place in Nassau,other
2003,768,BARBADOS,ACTING AS THE PREPCOM FOR THE INTERNATIONAL MEETING TO REVIEW IMPLEMENTATION OF THE BARBADOS PROGRAMME OF ACTION FOR THE SUSTAINABLE DEVELOPMENT OF SIDS,This meeting will take place from 14-16 April 2004,other
2003,774,EUROPEAN UNION,This meeting will convene,from 25-30 April 2004,other
2005,3,USA,are,the Sustaining Donors of the Bulletin,other
2005,5,FRANCE,has been provided by,Funding for translation of the Earth Negotiations Bulletin into French,other
2005,6,SPAIN,has been provided by,Funding for the translation of the Earth Negotiations Bulletin into Spanish,support
2005,43,ARGENTINA,agreed,the process for finalizing the rules and operational details of the Protocol,support
2005,72,ARGENTINA,then officially opened,COP 11,support
2005,80,JAMAICA,Available,Jamaica,other
2005,81,UK,Available,The United Kingdom,other
2005,82,KENYA,Available,Kenya,other
2005,86,G-77/CHINA,proposal by the G-77/China,amend the item to “Review of the adequacy of implementation” of Article 4,support
2005,93,GHANA,was elected as COP Rapporteur,COP Rapporteur,support
2005,119,KENYA,co-chaired by,A contact group,other
2005,119,GREECE,co-chaired by,A contact group,other
2005,138,TRINIDAD AND TOBAGO,presented,EGTT’s 2005 annual report,support
2005,138,TRINIDAD AND TOBAGO,presented,a proposal for the EGTT’s 2006 work programme,support
2005,140,JAPAN,emphasized,the role of public-private partnerships,support
2005,140,USA,emphasized,the role of public-private partnerships,support
2005,141,CHINA,stressed the need to overcome,tax,support
2005,158,G-77/CHINA,called for,a contact group to develop more guidance to the GEF,support
2005,158,CHINA,called for,a contact group to develop more guidance to the GEF,support
2005,164,LDCs,country programmes for,GEF’s country programmes for LDCs and small island developing states (SIDS),other
2005,165,ARGENTINA,Implementation of the Buenos Aires Programme of Work on Adaptation and Response Measures,Buenos Aires Programme of Work on Adaptation and Response Measures,other
2005,171,G-77/CHINA,called for,an action-oriented programme of work,support
2005,173,USA,emphasized,stocktaking and assessments,support
2005,175,SAUDI ARABIA,emphasized,adaptation to response measures,support
2005,176,G-77/CHINA,called for,bottom-up approaches,support
2005,200,LDCs,On 29 November,,other
2005,207,ARGENTINA,chaired,a contact group,other
2005,208,PAPUA NEW GUINEA,request by Papua New Guinea,the issue,support
2005,208,COSTA RICA,request by Costa Rica,the issue,support
2005,211,USA,opposed,the consideration of this issue under SBI,opposition
2005,212,BRAZIL,Available,Brazil,other
2005,253,EUROPEAN UNION,Available,The EU,other
2005,278,AUSTRALIA,Available,Australia,other
2005,279,AUSTRALIA,underlined,mitigation co-benefits,support
2005,280,EUROPEAN UNION,underscored the need to study,implications of different carbon dioxide stabilization levels and emissions pathways,support
2005,292,UGANDA,highlighted,the need to address data gaps,support
2005,304,USA,expressed procedural concerns on having,a separate agenda item for the IPCC’s special report,opposition
2005,309,LIBYA,said he would prepare conclusions on the issue,conclusions on the issue,support
2005,313,EUROPEAN UNION,Available,The EU,other
2005,314,USA,said,such a workshop should focus on experiences,support
2005,315,NORWAY,Available,Norway,other
2005,316,AOSIS,expressed concern regarding,the risks involved in carbon dioxide capture and storage,opposition
2005,317,AUSTRALIA,Available,Australia,other
2005,318,IRAN,asked for inclusion of such projects in the CDM,inclusion of such projects in the CDM,support
2005,329,UK,Available,The UK,other
2005,330,EUROPEAN UNION,is ready to start discussions under Article 3,start discussions under Article 3,support
2005,332,AOSIS,Available,,other
2005,334,JAMAICA,Available,Jamaica,other
2005,335,BANGLADESH,Available,Bangladesh,other
2005,340,SAUDI ARABIA,Available,,other
2005,352,CANADA,said,these decisions will “breathe life” into the Protocol and provide the basis for implementation,support
2005,403,GERMANY,Available actors,US$1 million,other
2005,406,THAILAND,called for,transparency in the Board’s decision-making,support
2005,407,CHINA,noted,the need to streamline procedures,other
2005,410,RUSSIA,proposed,increasing the levy to US$0,support
2005,411,G-77/CHINA,raised,in the JI contact group,support
2005,412,BRAZIL,responded by mentioning,a levy on proceeds from JI projects and emissions trading to the Adaptation Fund,support
2005,413,MEXICO,Available,Mexico,other
2005,414,G-77/CHINA,called for,a signal on the CDM’s continuity beyond 2012,support
2005,435,G-77/CHINA,insisted that these are not applicable given the differences between the two mechanisms and that the JISC should develop its own accreditation procedures for independent entities and adopt distinct baseline and monitoring methodologies,these are not applicable given the differences between the two mechanisms and that the JISC should develop its own accreditation procedures for independent entities and adopt distinct baseline and monitoring methodologies,support
2005,435,CHINA,insisted that these are not applicable given the differences between the two mechanisms and that the JISC should develop its own accreditation procedures for independent entities and adopt distinct baseline and monitoring methodologies,these are not applicable given the differences between the two mechanisms and that the JISC should develop its own accreditation procedures for independent entities and adopt distinct baseline and monitoring methodologies,support
2005,442,NEW ZEALAND,was asked to chair a contact group,chair a contact group,support
2005,445,CHINA,wanted,that the international transaction log,support
2005,453,SAUDI ARABIA,PROPOSAL TO AMEND THE PROTOCOL,AMEND THE PROTOCOL,support
2005,459,JAPAN,opposed,an amendment,opposition
2005,459,NEW ZEALAND,opposed,an amendment,opposition
2005,461,EUROPEAN UNION,emphasized the need to operationalize the compliance system,operationalize the compliance system,support
2005,461,EUROPEAN UNION,proposed its Vol.,its Vol.,support
2005,464,AOSIS,Available,AOSIS,other
2005,487,G-77/CHINA,stressed,capacity building for the CDM,support
2005,488,JAPAN,said this should be considered,this,support
2005,489,SOUTH AFRICA,underscored,capacity building is a cross-cutting issue,support
2005,500,CANADA,Available,Available,other
2005,501,CHINA,suggested,an ad hoc working group,support
2005,503,CANADA,co-chaired,a contact group and informal consultations,support
2005,503,SOUTH AFRICA,co-chaired,a contact group and informal consultations,support
2005,506,EUROPEAN UNION,proposed,recalled,support
2005,519,USA,walked out of discussions early in the night,discussions,opposition
2005,522,USA,proposal was presented as,"""take it or leave it"" offer",support
2005,525,RUSSIA,raised concerns that,the draft decision on Article 3,opposition
2005,526,G-77/CHINA,Available,The G-77/China,other
2005,527,EUROPEAN UNION,Available,The EU,other
2005,528,CHINA,Available,China,other
2005,530,COP/MOP,agreed to include,wording on the Russian Federation’s concerns,support
2005,530,COP/MOP,to invite parties to submit views on,Article 9,support
2005,554,EUROPEAN UNION,presented,an assessment of all of the listed options,support
2005,558,BARBADOS,were forwarded to a contact group co-chaired by,this agenda item,other
2005,558,GERMANY,were forwarded to a contact group co-chaired by,this agenda item,other
2005,565,EUROPEAN UNION,proposed,a sliding-scale on co-financing to measure additional costs,support
2005,568,JAPAN,stressed,the GEF should be the operating entity for the Adaptation Fund,support
2005,575,G-77/CHINA,argued that there was no need for another MOU since the existing MOU already covers the Convention,another MOU,support
2005,575,CHINA,argued that there was no need for another MOU since the existing MOU already covers the Convention,another MOU,support
2005,582,BELARUS,request by Belarus,to be assigned an emissions target under the Kyoto Protocol,support
2005,584,SLOVENIA,convened by Andrej Kranjc,informal consultations,other
2005,588,COP/MOP,acknowledges,the intention of Belarus to be assigned a quantified emission limitation and reduction commitment under Protocol Article 3 for the period 2008 to 2012,other
2005,590,BRAZIL,co-chaired,a contact group,other
2005,590,NORWAY,co-chaired,a contact group,other
2005,608,CHINA,Available,,other
2005,609,EUROPEAN UNION,Available,The EU,other
2005,617,BRAZIL,undertaken by,Consultations,other
2005,619,ITALIA,submission,this matter (FCCC/KP/CMP/2005/MISC.,support
2005,621,ITALIA,request,submit country-specific data to the Secretariat in a timely manner so as to facilitate SBSTA’s discussions,support
2005,636,PAPUA NEW GUINEA,proposal by Papua New Guinea,to provide incentives to developing countries for avoided deforestation,support
2005,644,BANGLADESH,Available,Bangladesh,other
2005,651,AUSTRALIA,said,the UNFCCC approach reflected that fact that some Parties will not participate in Kyoto-style national targets,other
2005,652,SWITZERLAND,emphasized its commitment to continue,the Protocol beyond 2012,support
2005,686,CANADA,praised,the Canadian delegation,support
2005,702,SAUDI ARABIA,had invoked,Article 18 of the Protocol,support
2005,704,SAUDI ARABIA,agreed to,this approach,support
2005,706,G-77/CHINA,stand to benefit from,the CDM,support
2005,706,CHINA,stand to benefit from,the CDM,support
2005,750,RUSSIA,push to have,a reference to voluntary commitments in the decision on Article 3,support
2005,759,EUROPEAN UNION,This Conference will take place in Athens,This Conference will take place in Athens,other
2005,775,KENYA,has offered,to host these meetings,support
2006,4,USA,are,Sustaining Donors of the Bulletin,other
2006,7,SPAIN,has been provided by,Funding for the translation of the Earth Negotiations Bulletin into Spanish,support
2006,54,ARGENTINA,agreed,the process for finalizing the rules and operational details of the Protocol,support
2006,97,SOUTH AFRICA,Available,Available,other
2006,99,FINLAND,Available,Finland,other
2006,100,NIGERIA,Available,Nigeria,other
2006,102,BANGLADESH,Available,Bangladesh,other
2006,103,AUSTRALIA,Available,Australia,other
2006,104,SAUDI ARABIA,called for progress on,the issue of impacts on developing countries arising from countries’ responses measures to climate change,support
2006,115,BARBADOS,was elected as COP Rapporteur,COP Rapporteur,support
2006,116,INDONESIA,offer to host COP 13 and COP/MOP 3,host the COP and COP/MOP from 3-14 December 2007,support
2006,119,SOUTH AFRICA,was co-facilitated by,Sandea De Wet,other
2006,119,AUSTRALIA,was co-facilitated by,Howard Bamsey,other
2006,131,GAMBIA,coordinated,Informal consultations on the SCCF,other
2006,137,EUROPEAN UNION,were,references to the COP’s further guidance to the GEF on economic diversification,other
2006,137,EUROPEAN UNION,were,support for concrete implementation projects,other
2006,137,G-77/CHINA,were,references to the COP’s further guidance to the GEF on economic diversification,opposition
2006,137,G-77/CHINA,were,support for concrete implementation projects,opposition
2006,156,G-77/CHINA,requested that the GEF also report on,predictable and available funding for implementation,support
2006,157,EUROPEAN UNION,stressed,the RAF’s mid-term review,support
2006,166,G-77/CHINA,expressed concern at,rising Annex I greenhouse gas emissions and delays in reporting,opposition
2006,167,EUROPEAN UNION,expressed confidence,it will meet its Kyoto targets,support
2006,168,AUSTRALIA,contested,the report’s presentation of national greenhouse gas inventory data,opposition
2006,171,BAHAMAS,conducted,three informal consultations to consider two sets of draft conclusions,other
2006,171,NETHERLANDS,conducted,three informal consultations to consider two sets of draft conclusions,other
2006,212,ARGENTINA,Implementation of,the Buenos Aires Programme of Work on Adaptation and Response Measures (Decision 1/CP.,support
2006,214,SWEDEN,chaired by,the specific subject of impacts of response measures to climate change,other
2006,214,NIGERIA,chaired by,the specific subject of impacts of response measures to climate change,other
2006,217,G-77/CHINA,continued to seek,the inclusion of direct reference to issues discussed at SBI 25,support
2006,217,CHINA,continued to seek,the inclusion of direct reference to issues discussed at SBI 25,support
2006,227,KAZAKHSTAN,INFORMATION ABOUT THE BASE YEAR OF,KAZAKHSTAN,other
2006,229,RUSSIA,Available,The Russian Federation,other
2006,230,EUROPEAN UNION,encouraged,Kazakhstan to ratify the Protocol first and defer consideration of its request to COP/MOP 3,support
2006,230,KAZAKHSTAN,,ratify the Protocol first and defer consideration of its request to COP/MOP 3,other
2006,231,CANADA,coordinated by,informal consultations,other
2006,233,COP,accepts,Kazakhstan’s request to use 1992 as its base year for the purposes of the Convention,support
2006,233,COP,requests,it to submit its national communication and annual greenhouse gas inventory using the relevant UNFCCC guidelines,support
2006,233,KAZAKHSTAN,requests,to use 1992 as its base year for the purposes of the Convention,support
2006,241,EUROPEAN UNION,proposed,discontinuing the Secretariat review,support
2006,261,G-77/CHINA,proposal by the G-77/China,establish an advisory working group to facilitate,support
2006,262,EUROPEAN UNION,Available,The EU,other
2006,281,USA,called specifically for,addressing data availability and needs,support
2006,282,BRAZIL,suggested advancing discussion by limiting technical and methodological issues to those relevant to the proposed policy approaches,limiting technical and methodological issues to those relevant to the proposed policy approaches,support
2006,286,JAPAN,supported,reference to other conventions and multilateral organizations,support
2006,286,ARGENTINA,supported,reference to other conventions and multilateral organizations,support
2006,288,USA,In response to the call for data on deforestation,data on deforestation,support
2006,306,IMO,further informed delegates of a decision under the London Protocol to allow carbon sequestration in seabed geological formations,allow carbon sequestration in seabed geological formations,other
2006,306,IMO,proposed establishing a benchmark for maritime emissions,establishing a benchmark for maritime emissions,support
2006,307,KUWAIT,Available,,other
2006,307,SAUDI ARABIA,Available,,other
2006,308,CHINA,said,any decision should strictly follow Protocol Article 2,support
2006,312,EUROPEAN UNION,called for,a UNFCCC workshop,support
2006,312,EUROPEAN UNION,proposed,detailed and result-focused discussions,support
2006,313,FEDERATED STATES OF MICRONESIA,stressed,progress in light of increasing emissions from aviation,support
2006,315,NORWAY,announced its intention to host,a non-UNFCCC technical meeting on emissions from aviation and maritime transport in October 2007,support
2006,335,INDIA,were uncomfortable,drafting a future work programme when the New Delhi work programme is still to be reviewed,opposition
2006,338,INDIA,resulted in agreement on,a strategy for reviewing the New Delhi work programme,support
2006,338,INDIA,resulted in agreement on,an invitation for parties to submit their views on a possible framework for a new Convention Article 6 implementation work programme that may succeed the New Delhi work programme,support
2006,340,INDIA,invites,parties to submit their views on a possible framework for a new implementation work programme that may succeed the New Delhi work programme,support
2006,346,CROATIA,The issue was introduced,LEVELS OF EMISSIONS FOR THE BASE YEAR,other
2006,347,CROATIA,submission on establishing base year greenhouse gas emissions in accordance with UNFCCC Article 4,establishing base year greenhouse gas emissions in accordance with UNFCCC Article 4,support
2006,349,EUROPEAN UNION,noted,the decision does not affect Croatia’s baseline for the purposes of implementation of Protocol Article 3,other
2006,352,CROATIA,notes,special circumstances,other
2006,352,CROATIA,notes,the decision has no implications for historical emissions levels for any other parties,other
2006,353,CROATIA,shall be allowed to add,3,support
2006,358,G-77/CHINA,urged progress on adaptation and improving the geographical distribution of CDM projects,progress on adaptation and improving the geographical distribution of CDM projects,support
2006,358,CHINA,urged progress on adaptation and improving the geographical distribution of CDM projects,progress on adaptation and improving the geographical distribution of CDM projects,support
2006,364,MALTA,chaired meetings of the second session of the AWG on 6 and 8 November,meetings of the second session of the AWG on 6 and 8 November,other
2006,371,EUROPEAN UNION,stressed,action by Annex I parties would not be sufficient to tackle climate change,support
2006,385,EUROPEAN UNION,Available,The EU,other
2006,387,AFRICAN GROUP,Available,,other
2006,389,G-77/CHINA,wanted,the second review to be in four to five years,support
2006,392,UMBRELLA GROUP,agree to the text,the review,support
2006,395,EUROPEAN UNION,praised,it as an important result,support
2006,398,RUSSIA,PROPOSAL TO DEVELOP PROCEDURES TO APPROVE VOLUNTARY COMMITMENTS,PROCEDURES TO APPROVE VOLUNTARY COMMITMENTS,support
2006,401,RUSSIA,proposal,procedures for the approval of voluntary commitments (FCCC/KP/CMP/2006/MISC,support
2006,402,RUSSIA,called for,a COP/MOP decision entrusting the SBI to develop such procedures,support
2006,403,EUROPEAN UNION,said,the proposal deserved further consideration at COP/MOP 2,support
2006,403,CANADA,said,the proposal deserved further consideration at COP/MOP 2,support
2006,404,GHANA,asked,to consult with parties informally on how to proceed,support
2006,414,RUSSIA,further elaborate on its proposal,its proposal,support
2006,422,BRAZIL,expressed fears that such technology could massively impact the current CDM portfolio,such technology could massively impact the current CDM portfolio,other
2006,423,AOSIS,was equally concerned about,the technical uncertainties surrounding CCS,other
2006,429,EUROPEAN UNION,had concerns about,creating a “perverse incentive” by crediting this fuel switching via acknowledgement of avoided deforestation,opposition
2006,459,USA,urges parties to make contributions to the Trust Fund for Supplementary Activities to fund JI in the 2006-2007 biennium,contributions to the Trust Fund for Supplementary Activities to fund JI in the 2006-2007 biennium,support
2006,461,JAPAN,Available actors,Committee Chair Hironori Hamanaka,other
2006,462,CANADA,were invited,to convene informal consultations on funding issues arising from the work of the Compliance Committee,other
2006,462,TANZANIA,were invited,to convene informal consultations on funding issues arising from the work of the Compliance Committee,other
2006,466,EUROPEAN UNION,was sensitive to,the funding request,support
2006,471,COP/MOP,adopts,the rules of procedure of the Compliance Committee,support
2006,471,COP/MOP,invites,parties to make voluntary contributions to the Trust Fund for Supplementary Activities,support
2006,481,JAPAN,expressed concerns about,various cost issues relating to the ITL,opposition
2006,488,NETHERLANDS,coordinated by Henriëtte Bersee,informal consultations,other
2006,488,BAHAMAS,coordinated by Arthur Wellington Rolle,informal consultations,other
2006,494,UK,noted,equitable geographic distribution was already being addressed under CDM discussions,other
2006,503,UGANDA,Available,,other
2006,503,NEW ZEALAND,Available,,other
2006,507,NORWAY,Available,Norway,other
2006,509,G-77/CHINA,proposed,a set of principles,support
2006,509,CHINA,proposed,a set of principles,support
2006,510,CANADA,highlighted,a country-driven approach,other
2006,511,EUROPEAN UNION,underscored,synergies in the Fund’s management,other
2006,512,SOUTH AFRICA,said,the Fund should ensure decentralized access,support
2006,526,EUROPEAN UNION,Available,The EU,other
2006,528,SAUDI ARABIA,Available,,other
2006,529,SWEDEN,coordinated,informal consultations,other
2006,529,UNITED ARAB EMIRATES (UAE),coordinated,informal consultations,other
2006,534,SAUDI ARABIA,Available,,other
2006,537,BELARUS,PROPOSAL FROM,to amend Annex B of the Protocol,support
2006,537,USA,,,other
2006,538,BELARUS,proposal to add Belarus to Annex B,add Belarus to Annex B,support
2006,540,BELARUS,proposed,level of commitment,support
2006,541,BELARUS,joining,Annex B,other
2006,545,CANADA,Available,Available,other
2006,556,BELARUS,not to account for anthropogenic greenhouse gas emissions by sources and removals by sinks resulting from forest management under Article 3,not to account for anthropogenic greenhouse gas emissions by sources and removals by sinks resulting from forest management under Article 3,support
2006,557,BELARUS,will use any revenue generated under emissions trading for further greenhouse gas abatement measures,any revenue generated under emissions trading for further greenhouse gas abatement measures,support
2006,566,FRANCE,was then referred,to a contact group chaired by Paul Watkinson,other
2006,570,BRAZIL,proposal,a new paragraph inviting parties to submit their views on the issue by 23 February 2007,support
2006,584,CHINA,supported issuing the credits to the host government account rather than to another institution,issuing the credits to the host government account rather than to another institution,support
2006,584,CHINA,supported that the credits be used to fund,the credits be used to fund ‘other activities beneficial to the global environment’,support
2006,598,ITALIA,requested,the item was originally placed on the SBSTA 24 agenda,support
2006,602,ITALIA,resulting from,forest management under Protocol Article 3,other
2006,615,SOUTH AFRICA,Available,,other
2006,616,FINLAND,Available,Finland,other
2006,617,GERMANY,hoped,the EU would reduce emissions by 30% by 2020 compared to 1990 levels,support
2006,618,USA,stressed,the need to better link climate goals with “more immediate” socioeconomic goals in order to broaden the “coalition for action”,support
2006,619,MEXICO,expressed willingness to consider,participation in the climate change regime in the context of flexibility,support
2006,620,INDIA,said,several key Annex I countries had failed in their Protocol commitments,other
2006,621,AFRICAN GROUP,expressed disappointment at,slow progress on technology transfer,opposition
2006,621,SAUDI ARABIA,expressed disappointment at,slow progress on technology transfer,opposition
2006,625,COSTA RICA,said,activities to prevent deforestation should be eligible for financial compensation,support
2006,626,BANGLADESH,Available,Financial matters,other
2006,627,PHILIPPINES,said,the GEF should be more responsive Monday,support
2006,638,KENYA,hosting the conference,hosting the conference,support
2006,643,KENYA,noted,the decision in Nairobi to review the Protocol in 2008,other
2006,643,KENYA,highlighted,the Nairobi Framework on capacity building to assist developing countries on CDM project development,other
2006,646,KENYA,was welcome,modest progress during the two weeks in Nairobi,support
2006,651,KENYA,examines,the key debates in Nairobi,other
2006,658,SOUTH AFRICA,support,Available,support
2006,665,AFRICAN GROUP,were delighted,"""perseverance"" in negotiations on the CDM forced a ""concession"" from developed countries on the inclusion of an explicit reference to ""financial resources"" to assist LDCs",support
2006,670,G-77/CHINA,observed,Available,other
2006,676,KENYA,commented that Nairobi provided,no major revelations on this,other
2006,684,KENYA,was evidenced in repeated calls from business organizations in Nairobi,long-term certainty regarding responses to climate change,other
2006,690,EUROPEAN UNION,is likely to form the cornerstone of a global scheme,EU emissions trading scheme,support
2006,696,USA,were,future commitments by the US,other
2006,699,USA,seem to be rapidly changing,conditions for US involvement,other
2006,700,USA,has expressed concern about,the state of preparedness of US companies to seize the climate-related business opportunities,other
2006,714,GERMANY,will host,this international symposium in Berlin,support
2006,725,THAILAND,will take place in Bangkok,26th meeting of the Intergovernmental Panel on Climate Change (IPCC),other
2007,2,UK,are,Sustaining Donors of the Bulletin,other
2007,5,SPAIN,has been provided by,Funding for the translation of the Earth Negotiations Bulletin into Spanish,support
2007,90,AUSTRALIA,Available,Australia,other
2007,92,PAKISTAN,Available,Pakistan,other
2007,94,NIGERIA,Available,Nigeria,other
2007,95,SWITZERLAND,Available,Switzerland,other
2007,97,PORTUGAL,Available,Portugal,other
2007,103,BARBADOS,was elected as COP Rapporteur,COP Rapporteur,other
2007,104,IRAN,was re-elected Chair of SBI,Chair of SBI,support
2007,105,POLAND,offer to host the COP 14 and COP/MOP 4 from 1-12 December 2008,host the COP 14 and COP/MOP 4 from 1-12 December 2008,support
2007,106,DENMARK,offer,a decision accepting Denmark’s offer,support
