year,paragraph_id,actor,predicate,negotiation_point,predicate_type
2003,616,BELGIUM,highlighted the need to focus on,clean energy,support
2003,616,BELGIUM,highlighted the need to focus on,reducing emissions,support
2003,617,BELGIUM,In response to,Belgium,other
2003,618,UK,outlined emissions projects,emissions projects,support
2003,618,UK,stressed the need for the development of,low carbon technologies,support
2003,619,G-77/CHINA,called for,effective support for technology transfer in non-Annex I Parties,support
2003,619,G-77/CHINA,called for,research to encourage local-level capacity building,support
2003,620,UKRAINE,said,EITs could reduce emissions through using the latest technologies and renewables,support
2003,622,MALAYSIA,noted the importance of,tax incentives,other
2003,624,USA,emphasized,public-private partnerships,support
2003,624,USA,noted,national programmes on carbon sequestration,support
2003,625,GHANA,said technology transfer must include,know-how and human-resource development,support
2003,627,CHILE,underscored the role played by market conditions in ensuring cleaner technology,market conditions in ensuring cleaner technology,support
2003,628,GAMBIA,underlined the need for appropriate technologies,appropriate technologies,support
2003,629,LDCs,need capacity building to participate in the technology-transfer process,capacity building to participate in the technology-transfer process,other
2003,634,CZECH REPUBLIC,said cooperation should be based on clear rules,clear rules,support
2003,635,YEMEN,expressed concern at the reluctance of Annex I Parties to take necessary actions to address climate change,Annex I Parties to take necessary actions to address climate change,opposition
2003,636,NETHERLANDS,said it would continue to implement its Protocol obligations,Protocol obligations,support
2003,637,KAZAKHSTAN,said it is preparing procedures for the Protocol’s ratification,Protocol’s ratification,support
2003,638,IRAN,under-scored the benefits of economic diversification and stressed Parties’ common but differentiated responsibilities,economic diversification,support
2003,638,IRAN,under-scored the benefits of economic diversification and stressed Parties’ common but differentiated responsibilities,Parties’ common but differentiated responsibilities,support
2003,639,GREECE,stressed the importance of,scientific data for sound climate change policies,support
2003,640,COSTA RICA,said,future generations will judge the present generation based on whether the Protocol is ratified,other
2003,641,TURKEY,announced its accession to the UNFCCC,accession to the UNFCCC,other
2003,643,NORWAY,observed,recognition in the business and finance communities of the move toward a carbon-constrained world,other
2003,644,Maldives,called for,technology transfer to address adaptation needs in SIDS,support
2003,644,Mauritius,called for,technology transfer to address adaptation needs in SIDS,support
2003,645,COLOMBIA,emphasized,the role of regional institutions and the need to strengthen regional development banks,support
2003,646,SWEDEN,highlighted the value of,the European Emissions Trading Scheme,support
2003,647,BANGLADESH,emphasized the need for regional capacity-building activities,regional capacity-building activities,support
2003,648,NIGERIA,said the SCCF negotiations have re-opened agreements reached at previous COP sessions,agreements reached at previous COP sessions,other
2003,650,PHILIPPINES,said,the current pace of negotiations is grossly inadequate,support
2003,651,RUSSIA,urged,clear procedures for the CDM,support
2003,653,BHUTAN,expressed concern that,the LDC Fund will be inaccessible to most LDCs,opposition
2003,654,OMAN,urged,Annex I Parties to provide greater technical and financial assistance to developing countries,support
2003,655,AUSTRALIA,said it will strive to meet its Protocol targets,Protocol targets,support
2003,656,KIRIBATI,called for,a framework that ensures that vulnerable countries have access to financing to address the adverse affects of climate change,support
2003,657,CUBA,noted the importance of,access to technologies and knowledge,other
2003,658,UNEP Executive Director Klaus Töpfer,called for financial and technical support,to address this ‘ethical challenge’,support
2003,669,RUSSIA,called on ... to ratify,the Protocol,support
2003,676,ITALIA,said,governments should rely more on local groups and associations to undertake concrete action,other
2003,679,PANAMA,introduced the report of COP-9,report of COP-9,other
2003,680,CUBA,requested that its concerns over being denied visas to attend the GEF Council meetings,being denied visas to attend the GEF Council meetings,support
2003,681,G-77/CHINA,read a statement urging,the GEF Secretariat to take the necessary action with the World Bank and host government to grant the representative of the Caribbean constituency a visa to attend the GEF Council meetings,support
2003,682,G-77/CHINA,urged,the GEF Secretariat and other international organizations to take the necessary action and make arrangements with host governments and relevant agencies to guarantee the representation of all Parties at relevant meetings,support
2003,684,RUSSIA,questioned when preparatory work to facilitate the implementation of projects under Protocol Article 6 (joint implementation) would be undertaken,preparatory work to facilitate the implementation of projects under Protocol Article 6 (joint implementation),other
2003,686,ARGENTINA,introduced an expression of gratitude to the Government of Italy and the people of the city of Milan,expression of gratitude to the Government of Italy and the people of the city of Milan,other
2003,689,JAPAN,Available,,other
2003,689,AUSTRALIA,Available,,other
2003,715,G-77/CHINA,strong resistance to adopting,a COP decision on the TAR,opposition
2003,715,CHINA,strong resistance to adopting,a COP decision on the TAR,opposition
2003,727,EUROPEAN UNION,emphasis on the importance of this issue,this issue,support
2003,731,CANADA,Statements by,their Kyoto targets and future actions,other
2003,752,BAHAMAS,,inter-regional preparatory meeting for the Barbados Programme of Action,other
2003,752,BARBADOS,,inter-regional preparatory meeting for the Barbados Programme of Action,other
2003,768,BARBADOS,ACTING AS THE PREPCOM FOR THE INTERNATIONAL MEETING TO REVIEW IMPLEMENTATION OF THE BARBADOS PROGRAMME OF ACTION FOR THE SUSTAINABLE DEVELOPMENT OF SIDS,BARBADOS PROGRAMME OF ACTION FOR THE SUSTAINABLE DEVELOPMENT OF SIDS,other
2003,774,EUROPEAN UNION,This meeting will convene from 25-30 April 2004,FIRST GENERAL ASSEMBLY OF THE EUROPEAN GEOSCIENCES UNION,other
2005,3,USA,are,Sustaining Donors of the Bulletin,other
2005,5,FRANCE,has been provided by,Funding for translation of the Earth Negotiations Bulletin into French,other
2005,6,SPAIN,has been provided by,Funding for the translation of the Earth Negotiations Bulletin into Spanish,other
2005,43,ARGENTINA,,BUENOS AIRES PLAN OF ACTION,other
2005,72,ARGENTINA,then officially opened COP 11,COP 11,other
2005,80,JAMAICA,Available,,other
2005,81,UK,Available,,other
2005,82,Kenya,Available,,other
2005,86,G-77/CHINA,proposal by,amend the item to “Review of the adequacy of implementation” of Article 4,support
2005,91,UKRAINE,are,COP Vice Presidents,other
2005,93,GHANA,was elected as COP Rapporteur,COP Rapporteur,other
2005,116,COP,requests,the GEF to include in its report to the COP information on the initial application of the RAF to resources allocated in the fourth replenishment and how the RAF is likely to affect funding available to developing countries for the implementation of their commitments under the Convention,support
2005,119,GREECE,co-chaired,a contact group,other
2005,119,KENYA,co-chaired,a contact group,other
2005,138,TRINIDAD AND TOBAGO,presented the EGTT’s 2005 annual report and a proposal for the EGTT’s 2006 work programme,EGTT’s 2006 work programme,support
2005,140,JAPAN,emphasized,the role of public-private partnerships,support
2005,140,USA,emphasized,the role of public-private partnerships,support
2005,141,CHINA,stressed the need to overcome tax,overcome tax,support
2005,158,G-77/CHINA,called for,a contact group to develop more guidance to the GEF,support
2005,171,G-77/CHINA,called for,an action-oriented programme of work,support
2005,173,USA,emphasized,stocktaking and assessments,other
2005,175,SAUDI ARABIA,emphasized,adaptation to response measures,support
2005,176,G-77/CHINA,called for,bottom-up approaches,support
2005,200,LDCs,On 29 November,,other
2005,207,ARGENTINA,chaired,a contact group,other
2005,208,PAPUA NEW GUINEA,request,the issue,support
2005,208,COSTA RICA,request,the issue,support
2005,211,USA,opposed,consideration of this issue under SBI,opposition
2005,212,BRAZIL,Available,,other
2005,278,AUSTRALIA,Available,,other
2005,279,AUSTRALIA,underlined,mitigation co-benefits,support
2005,280,EUROPEAN UNION,underscored the need to study implications of different carbon dioxide stabilization levels and emissions pathways,study implications of different carbon dioxide stabilization levels and emissions pathways,support
2005,292,UGANDA,highlighted the need to address,data gaps,support
2005,304,USA,expressed procedural concerns on,having a separate agenda item for the IPCC’s special report,other
2005,309,LIBYA,said he would prepare conclusions on the issue,conclusions on the issue,other
2005,314,USA,said such a workshop should focus on experiences,a workshop focusing on experiences,support
2005,315,NORWAY,Available,,other
2005,316,AOSIS,expressed concern regarding the risks involved in,carbon dioxide capture and storage,opposition
2005,317,AUSTRALIA,Available,,other
2005,318,IRAN,asked for inclusion of such projects in the CDM,such projects in the CDM,support
2005,329,UK,Available,,other
2005,330,EUROPEAN UNION,is ready to start discussions under Article 3,discussions under Article 3,support
2005,332,AOSIS,Available,,other
2005,334,JAMAICA,Available,,other
2005,335,BANGLADESH,Available,,other
2005,340,SAUDI ARABIA,Available,,other
2005,352,CANADA,said these decisions will “breathe life” into the Protocol and provide the basis for implementation,Protocol,support
2005,403,GERMANY,,US$1 million,other
2005,406,THAILAND,called for,transparency in the Board’s decision-making,support
2005,407,CHINA,noted,the need to streamline procedures,other
2005,410,RUSSIA,proposed increasing the levy to US$0,US$0,support
2005,411,G-77/CHINA,raised,in the JI contact group,support
2005,412,BRAZIL,responded by mentioning,a levy on proceeds from JI projects and emissions trading to the Adaptation Fund,other
2005,413,MEXICO,Available,,other
2005,414,G-77/CHINA,called for,a signal on the CDM’s continuity beyond 2012,support
2005,435,G-77/CHINA,insisted that these are not applicable given the differences between the two mechanisms and that the JISC should develop its own accreditation procedures for independent entities and adopt distinct baseline and monitoring methodologies,these are not applicable given the differences between the two mechanisms and that the JISC should develop its own accreditation procedures for independent entities and adopt distinct baseline and monitoring methodologies,support
2005,442,NEW ZEALAND,was asked to chair a contact group,chairing a contact group,support
2005,445,CHINA,wanted to ensure that the international transaction log,international transaction log,support
2005,453,SAUDI ARABIA,proposal to amend the protocol,amend the protocol,support
2005,459,JAPAN,opposed,an amendment,opposition
2005,459,NEW ZEALAND,opposed,an amendment,opposition
2005,461,EUROPEAN UNION,emphasized the need to operationalize the compliance system,operationalize the compliance system,support
2005,461,EUROPEAN UNION,proposed its Vol.,its Vol.,support
2005,464,AOSIS,Available,,other
2005,487,G-77/CHINA,stressed,capacity building for the CDM,support
2005,488,JAPAN,said this should be considered,in the CDM contact group,support
2005,489,SOUTH AFRICA,underscored that,capacity building is a cross-cutting issue,other
2005,500,CANADA,Available,,other
2005,501,CHINA,suggested,an ad hoc working group,support
2005,506,EUROPEAN UNION,proposed,recalled,support
2005,519,USA,walked out of discussions early in the night,discussions,other
2005,522,USA,proposal was presented as a,"""take it or leave it"" offer",support
2005,525,RUSSIA,raised concerns that,the draft decision on Article 3,other
2005,526,G-77/CHINA,Available,,other
2005,528,CHINA,Available,,other
2005,530,RUSSIA,concerns,Article 9,other
2005,554,EUROPEAN UNION,presented an assessment of all of the listed options,all of the listed options,support
2005,558,BARBADOS,co-chaired by Rawleston Moore,contact group,other
2005,558,GERMANY,co-chaired by Karsten Sach,contact group,other
2005,565,EUROPEAN UNION,proposed,a sliding-scale on co-financing to measure additional costs,support
2005,568,JAPAN,stressed that the GEF should be the operating entity for the Adaptation Fund,the GEF should be the operating entity for the Adaptation Fund,support
2005,575,G-77/CHINA,argued that there was no need for another MOU since the existing MOU already covers the Convention,another MOU,support
2005,582,BELARUS,request by Belarus,to be assigned an emissions target under the Kyoto Protocol,support
2005,584,SLOVENIA,convened,informal consultations,other
2005,588,BELARUS,intention of ... to be assigned a quantified emission limitation and reduction commitment under Protocol Article 3 for the period 2008 to 2012,a quantified emission limitation and reduction commitment under Protocol Article 3 for the period 2008 to 2012,support
2005,590,BRAZIL,co-chaired by,a contact group,other
2005,590,NORWAY,co-chaired by,a contact group,other
2005,608,CHINA,Available,,other
2005,617,BRAZIL,Consultations were undertaken by,consultations,other
2005,619,ITALIA,submission on this matter,FCCC/KP/CMP/2005/MISC,support
2005,621,ITALIA,request Italy to submit country-specific data to the Secretariat in a timely manner so as to facilitate SBSTA’s discussions,submit country-specific data to the Secretariat in a timely manner,support
2005,636,PAPUA NEW GUINEA,proposal by Papua New Guinea,provide incentives to developing countries for avoided deforestation,support
2005,644,BANGLADESH,Available,,other
2005,651,AUSTRALIA,said,the UNFCCC approach reflected that fact that some Parties will not participate in Kyoto-style national targets,other
2005,652,SWITZERLAND,emphasized its commitment to continue the Protocol beyond 2012,continue the Protocol beyond 2012,support
2005,686,CANADA,praised,the Canadian delegation,other
2005,702,SAUDI ARABIA,had invoked,Article 18 of the Protocol,support
2005,704,SAUDI ARABIA,agreed to,this approach,support
2005,706,G-77/CHINA,stand to benefit from,the CDM,other
2005,750,RUSSIA,push to have,a reference to voluntary commitments in the decision on Article 3,support
2005,757,AUSTRALIA,will take place in Adelaide,SECOND AUSTRALIA–NEW ZEALAND CLIMATE CHANGE AND BUSINESS CONFERENCE,other
2005,757,NEW ZEALAND,will take place in Adelaide,SECOND AUSTRALIA–NEW ZEALAND CLIMATE CHANGE AND BUSINESS CONFERENCE,other
2005,759,EUROPEAN UNION,This Conference will take place in Athens,Athens,other
2005,775,KENYA,has offered,to host these meetings,support
2006,4,USA,are,Sustaining Donors of the Bulletin,other
2006,6,FRANCE,has been provided by,Funding for translation of the Earth Negotiations Bulletin into French,other
2006,7,SPAIN,has been provided by,Funding for the translation of the Earth Negotiations Bulletin into Spanish,other
2006,97,SOUTH AFRICA,Available,,other
2006,99,FINLAND,Available,,other
2006,100,NIGERIA,Available,,other
2006,102,BANGLADESH,Available,,other
2006,103,AUSTRALIA,Available,,other
2006,104,SAUDI ARABIA,called for progress on the issue of impacts on developing countries arising from countries’ responses measures to climate change,impacts on developing countries arising from countries’ responses measures to climate change,support
2006,115,BARBADOS,was elected as COP Rapporteur,COP Rapporteur,other
2006,116,INDONESIA,offer to host COP 13 and COP/MOP 3,hosting COP 13 and COP/MOP 3 from 3-14 December 2007,support
2006,122,CHINA,presentations about China’s 11th Five-year Plan,China’s 11th Five-year Plan,other
2006,131,GAMBIA,coordinated,Informal consultations on the SCCF,other
2006,137,EUROPEAN UNION,were,references to the COP’s further guidance to the GEF on economic diversification,other
2006,137,EUROPEAN UNION,were,support for concrete implementation projects,other
2006,137,G-77/CHINA,were,references to the COP’s further guidance to the GEF on economic diversification,other
2006,137,G-77/CHINA,were,support for concrete implementation projects,other
2006,156,G-77/CHINA,requested that the GEF also report on,predictable and available funding for implementation,support
2006,157,EUROPEAN UNION,stressed,RAF’s mid-term review,support
2006,163,COP,further invites the GEF to,simplify procedures for non-Annex I countries to access funding for the CDM,support
2006,166,G-77/CHINA,expressed concern at,rising Annex I greenhouse gas emissions,opposition
2006,167,EUROPEAN UNION,expressed confidence that it will meet its Kyoto targets,Kyoto targets,support
2006,168,AUSTRALIA,contested,the report’s presentation of national greenhouse gas inventory data,opposition
2006,171,BAHAMAS,conducted,three informal consultations,other
2006,171,NETHERLANDS,conducted,three informal consultations,other
2006,179,SBI,welcomes information from the GEF on financial support for the preparation of initial and subsequent national communications from non-Annex I parties,financial support for the preparation of initial and subsequent national communications from non-Annex I parties,support
2006,179,SBI,invites the GEF to continue providing information on these activities,providing information on financial support for the preparation of initial and subsequent national communications from non-Annex I parties,support
2006,214,SWEDEN,was then taken up in a contact group chaired by Angela Churie-Kallhauge,impacts of response measures to climate change,other
2006,214,NIGERIA,was then taken up in a contact group chaired by Samuel Adejuwon,impacts of response measures to climate change,other
2006,217,G-77/CHINA,continued to seek,the inclusion of direct reference to issues discussed at SBI 25,support
2006,227,KAZAKHSTAN,INFORMATION ABOUT THE BASE YEAR OF,BASE YEAR,other
2006,229,RUSSIA,Available,,other
2006,230,EUROPEAN UNION,encouraged,Kazakhstan to ratify the Protocol first and defer consideration of its request to COP/MOP 3,support
2006,230,KAZAKHSTAN,,ratify the Protocol first and defer consideration of its request to COP/MOP 3,other
2006,231,CANADA,coordinated by,informal consultations,other
2006,233,COP,accepts,Kazakhstan’s request to use 1992 as its base year for the purposes of the Convention,support
2006,233,COP,requests,Kazakhstan to submit its national communication and annual greenhouse gas inventory using the relevant UNFCCC guidelines,support
2006,233,KAZAKHSTAN,requests,to use 1992 as its base year for the purposes of the Convention,support
2006,241,EUROPEAN UNION,proposed,discontinuing the Secretariat review,support
2006,261,G-77/CHINA,proposal by,establish an advisory working group to facilitate,support
2006,281,USA,called specifically for addressing,data availability and needs,support
2006,282,BRAZIL,suggested advancing discussion by limiting technical and methodological issues to those relevant to the proposed policy approaches,limiting technical and methodological issues to those relevant to the proposed policy approaches,support
2006,286,JAPAN,supported,reference to other conventions and multilateral organizations,support
2006,286,ARGENTINA,supported,reference to other conventions and multilateral organizations,support
2006,288,USA,call for data on deforestation,data on deforestation,support
2006,298,Global Climate Observing System (GCOS),presented,revised reporting guidelines (FCCC/SBSTA/2006/MISC.,support
2006,306,IMO,further informed delegates of a decision under the London Protocol to allow carbon sequestration in seabed geological formations,allow carbon sequestration in seabed geological formations,other
2006,306,IMO,proposed establishing a benchmark for maritime emissions,establishing a benchmark for maritime emissions,support
2006,307,KUWAIT,Available,,other
2006,307,SAUDI ARABIA,Available,,other
2006,308,CHINA,said any decision should strictly follow Protocol Article 2,Protocol Article 2,support
2006,312,EUROPEAN UNION,called for a UNFCCC workshop and proposed,detailed and result-focused discussions,support
2006,313,FEDERATED STATES OF MICRONESIA,stressed,progress in light of increasing emissions from aviation,support
2006,315,NORWAY,announced its intention to host a non-UNFCCC technical meeting,on emissions from aviation and maritime transport in October 2007,support
2006,335,INDIA,still to be reviewed,New Delhi work programme,other
2006,338,INDIA,resulted in agreement on,a strategy for reviewing the New Delhi work programme,support
2006,338,INDIA,resulted in agreement on,an invitation for parties to submit their views on a possible framework for a new Convention Article 6 implementation work programme that may succeed the New Delhi work programme,support
2006,340,SBI,invites parties to submit their views on,a possible framework for a new implementation work programme that may succeed the New Delhi work programme,support
2006,347,CROATIA,submission on establishing base year greenhouse gas emissions,establishing base year greenhouse gas emissions,support
2006,349,EUROPEAN UNION,noted,the decision does not affect Croatia’s baseline for the purposes of implementation of Protocol Article 3,other
2006,352,CROATIA,notes,special circumstances,other
2006,353,CROATIA,shall be allowed to add,3,support
2006,358,G-77/CHINA,urged progress on,adaptation,support
2006,358,G-77/CHINA,urged,improving the geographical distribution of CDM projects,support
2006,364,MALTA,chaired meetings of the second session of the AWG on 6 and 8 November,meetings of the second session of the AWG on 6 and 8 November,other
2006,371,EUROPEAN UNION,stressed that action by Annex I parties would not be sufficient to tackle climate change,action by Annex I parties,support
2006,389,G-77/CHINA,wanted,the second review to be in four to five years,support
2006,392,UMBRELLA GROUP,agree to the text,explicit reference that the COP/MOP can act upon the review,support
2006,395,EUROPEAN UNION,praised it,an important result,support
2006,398,RUSSIA,PROPOSAL TO DEVELOP PROCEDURES TO APPROVE VOLUNTARY COMMITMENTS,procedures to approve voluntary commitments,support
2006,401,RUSSIA,proposal on procedures for the approval of voluntary commitments,procedures for the approval of voluntary commitments,support
2006,402,RUSSIA,called for,a COP/MOP decision entrusting the SBI to develop such procedures,support
2006,403,EUROPEAN UNION,said,the proposal deserved further consideration at COP/MOP 2,support
2006,403,CANADA,said,the proposal deserved further consideration at COP/MOP 2,support
2006,404,GHANA,asked William Agyemang-Bonsu (Ghana) to consult with parties informally on how to proceed,how to proceed,other
2006,414,RUSSIA,further elaborate on its proposal,its proposal,support
2006,420,KENYA,submissions,Discussions in Nairobi,other
2006,422,BRAZIL,expressed fears that such technology could massively impact the current CDM portfolio,such technology,other
2006,423,AOSIS,was equally concerned about,the technical uncertainties surrounding CCS,other
2006,429,EUROPEAN UNION,had concerns about,creating a “perverse incentive” by crediting this fuel switching via acknowledgement of avoided deforestation,opposition
2006,457,COP/MOP,requests,JISC to keep the JI management plan under review and report to COP/MOP 3,support
2006,457,COP/MOP,asks,the Secretariat to implement the JI management plan,support
2006,457,COP/MOP,invites,SBI 26 to consider the matter of remuneration and costs of travel of JISC members,support
2006,457,COP/MOP,amends,the thresholds for small-scale JI projects,support
2006,459,USA,urges parties to make contributions to the Trust Fund for Supplementary Activities to fund JI in the 2006-2007 biennium,contributions to the Trust Fund for Supplementary Activities to fund JI in the 2006-2007 biennium,support
2006,461,JAPAN,Committee Chair Hironori Hamanaka,,other
2006,462,CANADA,were invited to convene informal consultations,funding issues arising from the work of the Compliance Committee,other
2006,462,TANZANIA,were invited to convene informal consultations,funding issues arising from the work of the Compliance Committee,other
2006,466,EUROPEAN UNION,was sensitive to,the funding request,other
2006,471,COP/MOP,adopts,the rules of procedure of the Compliance Committee,support
2006,471,COP/MOP,invites,parties to make voluntary contributions to the Trust Fund for Supplementary Activities,support
2006,481,JAPAN,expressed concerns about,various cost issues relating to the ITL,other
2006,488,NETHERLANDS,coordinated by,informal consultations,other
2006,488,BAHAMAS,coordinated by,informal consultations,other
2006,494,UK,noted that,equitable geographic distribution,other
2006,503,UGANDA,Available,Philip Gwage,other
2006,503,NEW ZEALAND,Available,Adrian Macey,other
2006,507,NORWAY,Available,,other
2006,509,G-77/CHINA,further proposed,a set of principles,support
2006,510,CANADA,highlighted,a country-driven approach,other
2006,511,EUROPEAN UNION,underscored synergies,the Fund’s management,other
2006,512,SOUTH AFRICA,said the Fund should ensure,decentralized access,support
2006,528,SAUDI ARABIA,Available,,other
2006,529,SWEDEN,coordinated,informal consultations,other
2006,529,UNITED ARAB EMIRATES (UAE),coordinated,informal consultations,other
2006,534,SAUDI ARABIA,Available,,other
2006,537,BELARUS,PROPOSAL FROM BELARUS TO AMEND,ANNEX B OF THE PROTOCOL,support
2006,540,BELARUS,proposed,emissions target,support
2006,545,CANADA,Available,,other
2006,556,BELARUS,not to account for anthropogenic greenhouse gas emissions by sources and removals by sinks resulting from forest management under Article 3,account for anthropogenic greenhouse gas emissions by sources and removals by sinks resulting from forest management under Article 3,support
2006,557,BELARUS,will use any revenue generated under emissions trading for further greenhouse gas abatement measures,any revenue generated under emissions trading for further greenhouse gas abatement measures,other
2006,566,FRANCE,chaired,a contact group,other
2006,570,BRAZIL,proposal for,a new paragraph inviting parties to submit their views on the issue by 23 February 2007,support
2006,584,CHINA,supported issuing the credits to the host government account rather than to another institution,issuing the credits to the host government account rather than to another institution,support
2006,584,CHINA,supported that the credits be used to fund “other activities beneficial to the global environment”,the credits be used to fund ‘other activities beneficial to the global environment’,support
2006,593,Secretariat,continue the review of expert training programme online,expert training programme online,support
2006,593,Secretariat,notes the need for,review of expert training programme online,other
2006,598,ITALIA,request,placing the item on the SBSTA 24 agenda,support
2006,602,ITALIA,resulting from forest management under Protocol Article 3,forest management under Protocol Article 3,other
2006,615,SOUTH AFRICA,Available,,other
2006,616,FINLAND,Available,,other
2006,617,GERMANY,hoped,the EU would reduce emissions by 30% by 2020 compared to 1990 levels,support
2006,618,USA,stressed the need to better link climate goals with “more immediate” socioeconomic goals in order to broaden the “coalition for action,better link climate goals with “more immediate” socioeconomic goals in order to broaden the “coalition for action”,support
2006,619,MEXICO,expressed willingness to consider participation,in the climate change regime in the context of flexibility,support
2006,620,INDIA,said,several key Annex I countries had failed in their Protocol commitments,other
2006,621,AFRICAN GROUP,expressed disappointment at slow progress on technology transfer,slow progress on technology transfer,opposition
2006,621,SAUDI ARABIA,expressed disappointment at slow progress on technology transfer,slow progress on technology transfer,opposition
2006,625,COSTA RICA,said,activities to prevent deforestation should be eligible for financial compensation,support
2006,626,BANGLADESH,Available,Financial matters,other
2006,627,PHILIPPINES,said,the GEF should be more responsive,support
2006,633,African NGOs,stressed that markets will not work for Africa,markets,opposition
2006,633,African NGOs,suggested an ‘Africa fund’,‘Africa fund’,support
2006,638,KENYA,hosting the conference,hosting the conference,other
2006,643,KENYA,noted,the decision in Nairobi to review the Protocol in 2008,other
2006,643,KENYA,highlighted,the Nairobi Framework on capacity building to assist developing countries on CDM project development,other
2006,658,SOUTH AFRICA,support,Available,support
2006,665,AFRICAN GROUP,were delighted when their “perseverance” in negotiations on the CDM forced a “concession” from developed countries on the inclusion of an explicit reference to “financial resources” to assist LDCs,inclusion of an explicit reference to “financial resources” to assist LDCs,support
2006,670,G-77/CHINA,observed,,other
2006,676,KENYA,commented that Nairobi provided no major revelations on this,no major revelations on this,other
2006,679,One developing country delegate,commented on the limited 5% emissions reductions of Annex I parties for the first commitment period as not providing the leadership needed,5% emissions reductions of Annex I parties for the first commitment period,opposition
2006,690,EUROPEAN UNION,is likely to form the cornerstone of a global scheme,emissions trading scheme,other
2006,696,USA,future commitments by the,US,other
2006,699,USA,rapidly changing,conditions for US involvement,other
2006,714,GERMANY,will host this international symposium in Berlin,international symposium,other
2006,725,THAILAND,will take place in Bangkok,26th meeting of the Intergovernmental Panel on Climate Change (IPCC),other
2007,2,UK,are,Sustaining Donors of the Bulletin,other
2007,5,SPAIN,has been provided by,Funding for the translation of the Earth Negotiations Bulletin into Spanish,other
2007,90,AUSTRALIA,Available,,other
2007,92,PAKISTAN,Available,,other
2007,94,NIGERIA,Available,,other
2007,95,SWITZERLAND,Available,,other
2007,97,PORTUGAL,Available,,other
2007,103,BARBADOS,was elected as COP Rapporteur,COP Rapporteur,other
2007,104,IRAN,was re-elected Chair of SBI,Chair of SBI,other
2007,105,POLAND,offer to host the COP 14 and COP/MOP 4 from 1-12 December 2008,hosting the COP 14 and COP/MOP 4 from 1-12 December 2008,support
2007,106,DENMARK,offer,Tuesday,support
2007,108,COP,requested the Executive Secretary to continue consultations with the Polish and Danish Governments with a view to finalizing Host Country Agreements,finalizing Host Country Agreements,support
2007,114,JAMAICA,called for,more research on lower stabilization scenarios,support
2007,115,SUDAN,co-chaired by,informal discussions,other
2007,115,BELGIUM,co-chaired by,informal discussions,other
2007,127,CANADA,chaired,these issues,other
2007,127,GAMBIA,chaired,these issues,other
2007,132,COP,requests,the SBI to consider the submissions by parties at SBI 28 and recommend a draft decision for adoption by COP 14,support
2007,135,COP,requests,the GEF to continue to provide,support
2007,137,CANADA,co-chaired by,SBI plenary on 4 December,other
2007,137,CHINA,co-chaired by,SBI plenary on 4 December,other
2007,157,USA,stressed,a new and different mandate,support
2007,157,UMBRELLA GROUP,stressed,a new and different mandate,support
2007,159,BRAZIL,Available,,other
2007,166,AUSTRALIA,co-chaired,informal consultations,other
2007,166,BAHAMAS,co-chaired,informal consultations,other
2007,171,SBI,recommends that the COP 13 request the GEF,the COP 13 request the GEF,support
2007,174,G-77/CHINA,proposal from the,consider technology transfer under both the SBSTA and SBI agendas,support
2007,180,G-77/CHINA,seeking,a set of indicators to monitor and assess implementation and effectiveness of the technology transfer framework,support
2007,183,USA,proposed,a facility or programme under the GEF,support
2007,195,COP,referred,Capacity building in developing countries,other
2007,206,AUSTRIA,chaired by,the matter,other
2007,206,ROMANIA,chaired by,the matter,other
2007,218,CHINA,exchanged views on,broad elements of adverse effects identified by G-77/China,other
2007,219,SOUTH AFRICA,Available,,other
2007,223,SBI,requests its Chair to convene an informal pre-sessional meeting in conjunction with SBI 28 to consider further actions,convening an informal pre-sessional meeting in conjunction with SBI 28 to consider further actions,support
2007,223,SBI,invites parties to submit their views on the status of implementation as an input into the consideration of terms of reference for the assessment of implementation,submission of views on the status of implementation as input for terms of reference for the assessment of implementation,support
2007,223,SBI,agrees to continue its deliberations at SBI 28 with a view to considering Vol.,considering Vol.,support
2007,225,LDCs,This sub-item was referred by the COP,this sub-item,other
2007,237,PAPUA NEW GUINEA,suggested,early action in relation to discussions on the future climate change regime,support
2007,237,COLOMBIA,proposed,sub-national approaches in addition to national ones,support
2007,237,JAPAN,opposed,reference to Annex II parties in a paragraph inviting parties to mobilize resources,opposition
2007,248,COP,calls on parties that have not paid their contributions to the core budget to do so expeditiously,payments to the core budget,support
2007,248,COP,expresses appreciation to parties that have paid their contributions to the core budget,payments to the core budget,support
2007,248,COP,encourages parties to increase their efforts to contribute to the Trust Fund for Participation in the UNFCCC process,contributions to the Trust Fund for Participation in the UNFCCC process,support
2007,248,COP,encourages parties to contribute to the Trust Fund for Supplementary Activities,contributions to the Trust Fund for Supplementary Activities,support
2007,248,COP,reiterates its appreciation to the Government of Germany,annual voluntary contribution to the core budget of €766,support
2007,259,KENYA,Issues addressed by,Nairobi work programme on impacts,other
2007,263,G-77/CHINA,Available,,other
2007,264,JAPAN,suggested considering the matter at COP 16,considering the matter at COP 16,support
2007,269,AUSTRALIA,facilitated,informal consultations,other
2007,281,NORWAY,briefed delegates on a recent technical workshop in Oslo,a recent technical workshop in Oslo,other
2007,292,NEW ZEALAND,facilitated,informal consultations,other
2007,312,FRANCE,chaired by,the issue,other
2007,312,CHINA,chaired by,the issue,other
2007,316,SBI,notes with appreciation,programmes developed by parties in planning and implementing activities relating to Article 6 in accordance with the New Delhi work programme,other
2007,320,COP,adopts,the amended New Delhi work programme,support
